中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1904 Mbps,243712 kB/s,243712.0
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,23 ms,968 Mbps,123904 kB/s,123904.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,23 ms,960 Mbps,122880 kB/s,122880.0
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,26 ms,928 Mbps,118784 kB/s,118784.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s,117760.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,685 Mbps,87756 kB/s,87756.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,82 ms,287 Mbps,36761 kB/s,36761.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,212 Mbps,27238 kB/s,27238.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,136 Mbps,17510 kB/s,17510.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,116 Mbps,14848 kB/s,14848.0
193.123.60.41,443,163.123.193.3,DE,Munich,隧道,162 ms,116 Mbps,14848 kB/s,14848.0
141.147.117.4,443,163.123.193.5,DE,Munich,隧道,149 ms,115 Mbps,14745 kB/s,14745.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,172 ms,102 Mbps,13107 kB/s,13107.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,168 ms,88 Mbps,11366 kB/s,11366.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,111 ms,46 Mbps,5896 kB/s,5896.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,45 Mbps,5804 kB/s,5804.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,114 ms,45 Mbps,5796 kB/s,5796.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,44 Mbps,5681 kB/s,5681.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,156 ms,40 Mbps,5125 kB/s,5125.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,148 ms,39 Mbps,5015 kB/s,5015.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,77 ms,3 Mbps,452 kB/s,452.0
