中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,1656 Mbps,211968 kB/s,211968.0
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,26 ms,1072 Mbps,137216 kB/s,137216.0
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,24 ms,1032 Mbps,132096 kB/s,132096.0
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,43 ms,992 Mbps,126976 kB/s,126976.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s,117760.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,440 Mbps,56422 kB/s,56422.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,20 ms,424 Mbps,54374 kB/s,54374.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,1 ms,409 Mbps,52428 kB/s,52428.0
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,353 Mbps,45260 kB/s,45260.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,350 Mbps,44851 kB/s,44851.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,230 Mbps,29491 kB/s,29491.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,118 ms,212 Mbps,27238 kB/s,27238.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,154 ms,140 Mbps,18022 kB/s,18022.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,125 Mbps,16076 kB/s,16076.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,50 Mbps,6458 kB/s,6458.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,110 ms,50 Mbps,6447 kB/s,6447.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,49 Mbps,6315 kB/s,6315.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,148 ms,44 Mbps,5726 kB/s,5726.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,179 ms,41 Mbps,5371 kB/s,5371.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,123 ms,40 Mbps,5179 kB/s,5179.0
168.138.165.174,443,168.138.165.174,SG,Tokyo,中转,194 ms,14 Mbps,1836 kB/s,1836.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,7 Mbps,965 kB/s,965.0
